,partsID,L1,L2,Weather,Output
101,4,1.397204546,0.826919912,good,3
102,4,1.270998286,1.065096388,good,3
103,4,1.321164995,0.9317610209999999,good,1
104,4,1.235991314,0.8879303070000001,rainy,3
105,4,1.276054697,1.0724068979999999,good,3
106,4,1.147796282,1.237661425,good,4
107,4,1.776770146,0.810564312,good,3
108,4,1.54751812,0.693567224,good,1
109,4,1.049702935,1.530488265,good,4
110,4,1.385939501,0.904071354,Hot,3
111,4,1.055743855,1.2323356,good,5
112,4,1.986669374,0.755324587,good,4
113,4,1.552923894,0.6752471659999999,good,1
114,4,1.404252356,0.934025766,good,1
115,4,1.244273731,1.239506912,rainy,3
116,4,1.3529440469999998,0.9556805209999999,Hot,3
117,4,1.036532232,1.333764856,good,1
118,4,0.796572653,2.010277261,good,2
119,4,1.431234305,1.077539725,good,4
120,4,1.349171307,1.362971811,Mild,1
121,4,1.33128183,1.5105552080000002,good,4
122,4,1.7655866340000002,1.000854035,lightrain,4
123,4,1.864430878,0.8398194990000001,good,1
124,4,1.345000109,1.187817374,good,4
125,4,1.245143576,1.260374685,good,3
126,4,1.109662223,1.293186263,good,4
127,4,1.108191435,1.388839752,Cold,5
128,4,1.934909514,0.8019485409999999,Cold,3
129,4,1.193506383,1.330710436,Cold,6
130,4,1.228932336,0.92635232,good,3
131,4,1.4330124869999998,0.8363627859999999,lightwind,4
132,4,1.443850815,0.967846874,Mild,1
133,4,1.321315968,0.927695127,Mild,3
134,4,2.496996707,0.7136318859999999,good,6
135,4,1.602184447,0.719614463,good,1
136,4,0.8226132620000001,1.3663059119999998,good,1
137,4,1.09650354,1.3035629979999999,rainy,5
138,4,1.9080196569999999,0.86520231,rainy,2
139,4,1.678333941,0.877015581,good,1
140,4,1.9576060000000002,0.937448015,Cold,2
141,4,1.346021706,0.8749384920000001,good,2
142,4,2.3109310219999997,0.672839315,good,3
143,4,1.3894903669999998,0.96160478,good,1
144,4,1.9008159530000002,1.060206553,Hot,3
145,4,1.5422361690000002,0.7335187609999999,good,4
146,4,1.407863411,0.9755376109999999,good,3
147,4,1.48750562,1.024075364,good,2
148,4,1.071586632,1.2001068879999999,good,2
149,4,0.9868265940000001,0.800816182,good,2
150,4,1.694372851,0.895225886,good,3
151,4,0.7509790820000001,2.288696495,good,3
152,4,1.079933888,1.482398411,good,1
153,4,1.200521901,1.262655251,Mild,1
154,4,1.252232338,1.135251128,lightwind,1
155,4,1.5767061340000001,0.713938195,good,2
156,4,1.6416533519999998,0.988815012,good,1
157,4,0.973867279,1.043400036,good,1
158,4,1.1014469740000001,1.221880146,good,6
159,4,1.1859866479999999,1.35386399,good,4
160,4,1.134435402,1.1046349009999998,good,3
161,4,2.867634595,0.76453697,stormy,3
162,4,1.035469419,1.013774867,Sun,4
163,4,1.622302048,1.100985435,lightrain,2
164,4,1.213935805,1.326704035,good,1
165,4,1.7819171530000002,1.099083009,good,5
166,4,1.4949369780000001,0.833171751,Hot,3
167,4,1.260321987,1.086227696,good,2
168,4,1.329291403,1.012648963,good,2
169,4,1.6314270530000001,0.794844027,good,1
170,4,1.6933871059999999,0.845060102,good,3
171,4,3.3777273039999995,0.447180026,good,6
172,4,1.237370225,0.9721923170000001,good,1
173,4,1.211441857,1.280726552,good,3
174,4,1.549323944,0.6842637309999999,good,2
175,4,1.364460141,1.236077772,good,8
176,4,1.5813404009999998,1.32688043,Hot,1
177,4,2.171763977,0.956526222,good,3
178,4,1.414596015,0.991400133,Mild,4
179,4,1.658312015,0.769993178,good,2
180,4,1.24476901,0.810675457,good,7
181,4,1.3487929459999999,1.236304895,good,3
182,4,1.2504414190000002,0.8808080309999999,windy,1
183,4,1.776610515,0.8572446770000001,good,3
184,4,1.722350069,0.779275438,good,4
185,4,1.100163384,1.1727994309999998,good,3
186,4,2.263590101,0.6587636139999999,good,3
187,4,0.8863817540000001,1.5490327469999998,good,2
188,4,1.306683848,1.1056441240000001,good,3
189,4,1.395349858,0.7793275909999999,Sun,5
190,4,1.171157942,1.5896216369999998,good,1
191,4,1.245507014,1.603247754,Sun,4
192,4,1.7007716919999998,1.243160439,Hot,5
193,4,1.443310795,1.527717622,Cold,3
194,4,1.395151178,0.891072785,good,2
195,4,1.236024421,1.210307818,Cold,2
196,4,1.7635444480000002,0.849961937,good,2
197,4,1.870292219,0.737746785,good,5
198,4,1.824160332,1.0173296,good,2
199,4,1.587777785,1.223600045,good,3
200,4,1.805803953,1.009310193,rainy,4
201,4,1.6939228259999999,1.129524902,heavyrain,2
202,4,1.5452397740000001,0.735590842,Hot,2
203,4,1.1337668379999999,1.030180334,good,3
204,4,1.3736725630000002,1.456012342,good,1
205,4,1.635249045,0.845929145,good,5
206,4,1.22171421,1.763260077,good,5
207,4,1.671733268,1.191128639,Hot,3
208,4,1.48276577,1.629939979,good,3
209,4,1.223555442,1.314417,good,5
210,4,1.011996585,3.082206044,Hot,2
211,4,1.195074438,1.173830596,good,4
212,4,1.689955115,0.7057228729999999,good,6
213,4,1.39216444,1.044854949,good,5
214,4,1.998679981,0.905692024,good,3
215,4,1.422019179,0.9510274259999999,good,2
216,4,3.021312666,0.46456453700000006,rainy,3
217,4,1.986692576,0.8478472840000001,good,7
218,4,0.8912760890000001,1.597116215,good,3
219,4,1.198857586,1.420818226,good,4
220,4,1.7715006709999999,1.031107083,good,4
221,4,1.186746125,1.081491933,rainy,2
222,4,1.248805467,1.3588116140000002,good,3
223,4,1.096408818,1.054725777,good,4
224,4,1.8911393330000001,0.815636949,good,3
225,4,1.500804178,1.1403079109999998,good,1
226,4,1.942454575,1.042291618,good,2
227,4,1.3100504240000002,1.3063002479999999,good,3
228,4,1.149478966,0.802373025,Sun,4
229,4,1.434780569,1.518814065,good,2
230,4,1.49076712,0.779360937,good,3
231,4,3.046557931,0.653245634,good,4
232,4,1.075331118,1.13615922,good,1
233,4,1.158502772,1.3304900720000001,good,2
234,4,1.22588788,1.172305963,Sun,3
235,4,2.106809377,0.6721198,good,3
236,4,1.069810366,0.945327602,good,1
237,4,0.984929935,1.652140956,windy,3
238,4,1.811460628,0.8117458240000001,good,5
239,4,1.16568774,1.264486134,good,5
240,4,0.9268420690000001,1.121160019,Sun,1
241,4,1.5400559669999998,0.762781955,good,2
242,4,1.277395259,1.008590239,Sun,1
243,4,1.421236274,0.895608932,good,1
244,4,1.6117014440000001,0.6960626390000001,good,2
245,4,1.318233727,1.006535594,good,1
246,4,1.582084031,0.694995537,good,2
247,4,1.012783902,1.274257,Hot,3
248,4,2.028080778,0.805311447,good,5
249,4,1.775229494,0.981527334,good,4
250,4,0.707627972,2.223199459,good,5
251,4,1.101235041,1.217689976,good,1
252,4,1.2231359529999999,0.916119564,good,1
253,4,1.75766705,0.82760588,good,3
254,4,1.333067597,0.947714828,good,1
255,4,1.193463489,0.890365147,good,1
256,4,1.3780623419999998,0.97497616,good,1
257,4,1.8115390390000001,1.1854415440000001,good,4
258,4,1.6671648999999997,0.992698629,good,5
259,4,1.410523222,1.37783948,good,1
260,4,1.198480779,1.493193635,good,3
261,4,3.5784664939999997,0.462868195,good,2
262,4,1.078032878,1.292608954,good,6
263,4,1.126760347,1.270441863,good,2
264,4,1.360252101,0.7365394259999999,Mild,1
265,4,1.9893972130000002,0.935714736,good,4
266,4,1.801316928,0.8779426029999999,Mild,1
267,4,2.035560308,0.912984641,good,2
268,4,1.304565057,1.00439767,good,1
269,4,1.776187045,0.983085125,good,1
270,4,1.0613064859999999,0.949130647,good,1
271,4,1.133203841,1.187101578,good,1
272,4,1.393429038,0.9309638640000001,good,1
273,4,1.0958394740000001,1.152067537,Hot,5
274,4,1.5636191780000002,1.055559975,good,2
275,4,1.75699763,1.201997492,good,3
276,4,1.94840321,0.45182172,good,3
277,4,1.76634786,0.6790620470000001,good,2
278,4,1.575211652,1.18932133,Fog,4
279,4,1.577064,0.773191407,good,2
280,4,1.247913253,1.4122233,good,2
281,4,0.971879213,1.542474752,good,1
282,4,1.454649713,1.143899646,good,2
283,4,1.359338645,0.989867334,good,2
284,4,1.4602180009999999,1.318141781,good,3
285,4,1.584141125,1.368655895,good,2
286,4,1.480824846,0.990165154,good,3
287,4,1.341456977,1.618552075,Cloudy,2
288,4,0.983679098,1.858126334,good,4
289,4,1.7633796259999999,0.843749483,Mild,3
290,4,1.7198946330000002,0.876888685,good,3
291,4,1.227814501,0.998810795,windy,3
292,4,1.655594744,1.046950018,good,5
293,4,1.1725781240000002,0.996458994,good,1
294,4,1.974957424,0.796525817,good,2
295,4,3.134364526,0.50102501,Cold,4
296,4,1.0695528490000001,0.9897610309999999,good,2
297,4,1.774831337,0.8451240729999999,good,3
298,4,1.099855205,1.669290824,good,2
299,4,1.9033204540000002,0.833729387,lightrain,5
300,4,1.5855098509999999,1.04363757,good,4
301,4,1.992295092,0.945263835,good,5
302,4,1.8281296459999998,0.989408616,good,1
303,4,1.492070354,1.380042365,good,4
304,4,1.8081273969999998,0.827248083,good,2
305,4,1.6469487569999999,1.19964045,good,2
306,4,1.126306019,1.192460689,Cold,2
307,4,1.669821666,0.7876264340000001,good,2
308,4,1.5077106880000002,1.021891981,good,1
309,4,3.688526874,0.45142664,good,3
310,4,1.2630656359999999,1.076152376,good,3
311,4,0.964851377,1.340539215,good,2
312,4,1.283368568,1.204321215,good,5
313,4,1.173611921,0.9563756590000001,good,2
314,4,1.818455146,1.0290931490000002,good,3
315,4,1.3802526430000002,1.648601098,good,6
316,4,1.259557753,1.0560571109999999,good,1
317,4,1.495075969,1.061886225,good,2
318,4,1.23740711,1.009482894,good,1
319,4,1.052687147,1.821264517,good,2
320,4,1.576423312,1.10948628,good,3
321,4,2.313177982,0.705763975,good,1
322,4,1.875140391,0.711932839,Mild,2
323,4,1.004406711,1.236410829,Hot,6
324,4,1.13227071,1.106120494,good,5
325,4,1.6796639169999998,0.900230291,Hot,3
326,4,1.476217246,1.053628072,Cold,5
327,4,1.134075855,1.510496501,good,6
328,4,1.4699149999999999,1.143730788,good,2
329,4,1.127269678,1.496496548,good,3
330,4,1.7613923340000002,0.9411195809999999,Sun,2
331,4,1.74673285,0.8390549999999999,good,3
332,5,2.571864838,0.712592428,Mild,3
333,5,2.105857656,0.89761255,good,2
334,5,2.842862513,0.914590907,rainy,4
335,5,0.9124434109999999,1.388313994,good,2
336,5,0.968875498,1.249072195,good,2
337,5,1.141440096,2.194655801,good,3
338,5,2.64006256,0.844337496,Hot,5
339,5,1.3243099790000001,1.252107476,Mild,3
340,5,1.49466314,0.8349034590000001,Sun,1
341,5,1.630187625,1.053297275,good,3
342,5,1.070943859,2.1039868619999997,good,1
343,5,2.255217785,0.744108915,good,7
344,5,2.048664067,0.887310171,good,6
345,5,1.710213173,0.649958127,good,4
346,5,1.3524255840000001,1.100938756,Cold,1
347,5,1.828089637,0.924803299,good,2
348,5,0.889551566,1.874099397,good,1
349,5,0.9117441470000001,2.034985221,good,1
350,5,1.316717326,2.334218889,Hot,2
351,5,1.856947495,0.815681821,good,1
352,5,1.356478455,1.974636668,good,7
353,5,1.751567135,1.358230799,rainy,8
354,5,2.7604688310000003,0.750248103,heavyrain,5
355,5,1.3758704830000001,1.7062116319999998,Hot,6
356,5,1.820126489,1.121602105,good,2
357,5,0.795157729,1.231391847,good,2
358,5,1.726974681,1.1008755479999999,good,5
359,5,1.27866572,0.9016914859999999,good,4
360,5,1.314302232,1.326856471,good,4
361,5,1.7034965640000002,0.458279572,Hot,8
362,5,1.8560829669999999,1.4557389969999999,good,3
363,5,1.791007415,0.719044722,good,3
364,5,2.228433576,0.872762452,good,4
365,5,1.064072113,1.311313073,good,3
366,5,1.903698704,1.2070892020000001,Sun,3
367,5,1.084035635,1.72166671,windy,2
368,5,1.971268704,0.632126555,windy,6
369,5,1.131566762,1.525173172,Mild,2
370,5,1.192555242,2.074163108,Hot,2
371,5,0.7940294309999999,1.818787161,good,1
372,5,1.5650957630000002,1.41099608,good,3
373,5,1.811459505,0.919300807,Cold,4
374,5,2.79496054,0.917401556,good,4
375,5,1.02002906,2.176027977,good,3
376,5,1.700272108,1.269951743,good,2
377,5,2.777665556,0.676906448,lightrain,4
378,5,1.84479774,0.518678613,good,2
379,5,1.3220726870000001,0.96027064,highwind,2
380,5,1.110545076,2.267834639,good,1
381,5,1.823110645,1.219111236,good,2
382,5,1.142780645,1.630667075,good,2
383,5,1.128397973,1.6724623630000002,good,4
384,5,2.360414991,0.760369243,good,6
385,5,1.741138549,0.71010247,Hot,2
386,5,0.874946082,1.90791322,good,3
387,5,0.916067614,1.559108301,good,2
388,5,2.370726139,0.837053873,good,11
389,5,1.449271225,1.214826597,Sun,1
390,5,1.171101753,1.607844831,good,2
391,5,1.911623163,1.13077213,good,1
392,5,1.073848037,1.991070104,good,1
393,5,2.170064535,0.809222098,good,2
394,5,2.403960547,0.632403917,good,4
395,5,1.428637131,1.268195065,Cold,2
396,5,2.8037353289999998,0.690739668,good,6
397,5,1.707290643,0.85386408,Mild,4
398,5,1.0424561620000001,2.067311084,good,5
399,5,2.2743075719999997,1.223949113,good,1
400,5,1.032321349,1.473679112,good,1
401,5,1.192514494,1.8426589740000001,Thunderstorm,3
402,5,1.66194006,1.204280182,Fog,2
403,5,1.40623419,1.450679662,Sun,2
404,5,2.41417983,0.92991771,Hot,4
405,5,4.06087075,0.9945160959999999,Mild,8
406,5,2.0917760469999997,0.9688988540000001,Hot,5
407,5,2.436893242,0.768757019,good,4
408,5,1.1694394479999999,2.608600196,good,3
409,5,1.51181511,1.405199565,good,4
410,5,3.008067006,0.568903997,Cold,4
411,5,1.311987637,1.607817633,good,2
412,5,0.993113465,0.944913571,Hot,1
413,5,1.6488189880000002,0.9842899420000001,good,5
414,5,3.040022323,0.84172876,good,6
415,5,1.030860493,1.578672535,good,2
416,5,0.8901126690000001,1.6679505190000001,good,2
417,5,2.017164728,1.050862751,good,2
418,5,2.632226218,0.993063866,Hot,5
419,5,0.907450008,1.512118729,lightrain,4
420,5,2.999122474,0.755492851,good,2
421,5,3.4708506239999997,0.783769472,Hot,1
422,5,2.4415201,0.832805646,good,4
423,5,1.9064529069999998,1.058903854,good,4
424,5,1.1336324009999998,1.00784447,Hot,1
425,5,1.033418278,1.2903995259999999,good,1
426,5,1.114287737,2.057391314,good,2
427,5,1.8720686430000002,0.941601602,good,4
428,5,1.338757754,1.081699397,good,2
429,5,1.4197157269999998,0.863062142,good,2
430,5,1.09798336,2.064621518,good,2
431,5,1.323845973,1.184781943,good,1
432,5,1.619563228,1.037666281,good,3
433,5,2.5773019980000003,0.7449970029999999,good,5
434,5,2.01843769,0.77654953,windy,5
435,5,2.7623596,0.558883914,windy,3
436,5,1.688438354,0.7495244440000001,good,4
437,5,2.303964577,0.579730235,Cold,6
438,5,1.037461862,1.6200031169999998,good,3
439,5,1.168950519,1.445698445,Hot,3
440,5,0.841875732,2.092595361,Thunderstorm,3
441,5,2.545941086,0.8863295809999999,Hot,3
442,5,1.488292114,1.2892590879999999,good,2
443,5,2.196807691,1.252229035,Cold,2
444,5,1.983359696,0.7620115559999999,good,4
445,8,1.218897243,0.8015836740000001,good,4
446,8,1.308376166,0.764512036,good,3
447,8,1.167697524,0.8828061009999999,good,1
448,8,0.9303477040000001,1.0384674870000001,good,2
449,8,1.189837601,1.106066449,good,1
450,8,1.1106643109999998,0.8679228390000001,Cold,3
451,8,1.207874395,0.720970193,good,2
452,8,1.124337847,0.8693577659999999,rainy,5
453,8,0.9939772490000001,0.907377111,Cold,4
454,13,0.591884712,2.442463572,Cold,2
455,13,1.700766522,0.688753493,rainy,1
456,13,1.2360183759999999,1.369651884,Cold,2
457,13,0.5956041670000001,2.260369583,Cold,4
458,13,1.761850759,1.076247545,good,2
459,13,2.683327331,0.423840738,good,6
460,13,2.596748518,0.42581602,good,5
461,13,1.9781526680000001,0.647786073,good,7
462,13,0.6089106129999999,2.02040063,good,2
463,13,1.3258696559999998,1.473496348,good,5
464,13,2.78099225,0.7486741379999999,good,7
465,13,2.670525182,0.7193283909999999,Cold,7
466,13,0.9128231609999999,1.273515068,Indoor,4
467,13,1.330460196,0.975801062,good,1
468,13,1.545276726,1.5756774930000002,Cold,4
469,13,0.9521063059999999,1.806966628,Cold,2
470,13,2.636733317,0.854714451,good,2
471,13,1.876049843,0.957232573,good,1
472,13,2.776899593,0.784713777,good,4
473,13,2.087450485,0.597474739,good,5
474,13,1.463914458,1.0049927379999999,Cold,1
475,13,3.1132294089999997,0.7044707840000001,Cold,4
476,13,0.899983023,1.409213112,Cold,4
477,13,1.688297845,1.40358909,Cold,4
478,13,2.446433987,0.561518108,good,5
479,13,1.734762306,1.077040018,good,2
480,13,0.9239629629999999,1.661040064,Cold,2
481,13,2.187007966,0.876160815,Cold,4
482,13,1.277318329,1.778684044,good,5
483,13,0.5795231439999999,2.262473995,good,2
484,13,0.827419475,1.25575836,good,5
485,13,1.030090774,1.582596825,good,5
486,13,1.5658645080000002,0.813066269,good,3
487,13,2.7136721789999996,0.526186477,Cold,7
488,13,1.176985456,1.553115812,good,2
489,13,0.887508401,2.425815955,Cold,2
490,13,2.374236967,0.40769562600000003,good,2
491,13,1.017622209,1.066991977,Cold,4
492,13,0.8541356090000001,1.69791047,good,3
493,13,0.864888709,1.426551519,good,3
494,13,1.91809849,0.845863336,good,2
495,13,1.454618075,1.330189867,good,4
496,13,0.657273681,2.335322692,good,2
497,13,1.35060786,0.979497215,good,2
498,13,0.937858423,1.9690695219999998,good,2
499,13,2.121317596,1.066593556,Cold,3
500,13,2.269179467,0.8092753140000001,good,4
501,13,1.138074314,1.330118218,Cold,1
502,13,0.893215276,1.609366394,good,2
503,13,1.74835291,0.919350441,good,3
504,13,1.125884059,1.3113038240000001,good,1
505,13,2.278633696,1.009384575,good,4
506,13,1.62877131,1.313127173,Mild,1
507,13,1.040753941,1.227406455,Cold,2
508,13,1.5591678930000001,1.481987891,good,5
509,13,2.2189402030000003,0.848987962,Cold,6
510,13,1.366280172,1.524929385,good,2
511,13,1.261769631,1.164820376,good,1
512,13,1.68560187,0.931543366,good,3
513,13,2.455598031,0.47999611700000006,good,2
514,13,1.2537300279999999,1.206306094,good,1
515,13,1.485151375,0.84473097,good,3
516,13,2.073082014,0.9274847409999999,good,3
517,13,1.4017225709999999,1.48256978,good,2
518,13,1.57749093,0.926807237,Cold,2
519,13,1.9834516690000001,0.519743424,Cold,5
520,13,1.115833122,1.012454706,Cold,2
521,13,0.947728259,1.993508736,Cold,2
522,13,4.938254014,0.483356734,good,6
523,13,0.9675674459999999,1.251572666,Cold,2
524,13,1.648535866,0.7615814670000001,Cold,3
525,13,3.2167662669999997,0.5998322389999999,good,6
526,13,0.732944088,2.219566465,good,1
527,13,2.016620913,0.529697382,good,6
528,13,3.101439057,0.593159649,good,6
529,13,2.907519953,0.6946526279999999,good,5
530,13,1.9017710030000001,0.9770303579999999,Cold,5
531,13,2.508253201,0.926616267,good,4
532,13,0.7472114440000001,2.08122258,good,1
533,13,1.078408655,1.913922892,Cold,2
534,13,1.081390643,1.377952606,Cold,2
535,13,3.089264857,0.661605853,good,4
536,13,2.409362919,0.7503343440000001,good,3
537,13,0.657693404,2.2408380219999997,good,2
538,13,0.854214522,1.5246312080000002,good,1
539,13,1.1640505429999999,1.684623582,good,3
540,13,2.616782803,0.590734518,good,3
541,13,0.7054510279999999,2.620105361,good,3
542,13,1.8577421969999999,0.9498653309999999,good,1
543,13,0.8939017020000001,1.4137840919999998,good,1
544,13,1.798518164,0.931779505,good,2
545,13,1.9030522280000002,1.046775873,good,3
546,13,1.6279584130000002,1.5386092130000002,good,2
547,13,1.4252224340000001,1.061467857,good,3
548,13,1.047203435,1.29275672,Cold,2
549,13,3.245738285,0.5632397920000001,good,4
550,13,0.911769425,1.439223954,good,7
551,13,2.139721855,1.242363023,Cold,4
552,13,1.177819619,1.661863043,Cold,1
553,13,1.209153538,1.15772265,good,2
554,13,1.7166482730000001,0.7601535770000001,good,6
555,13,1.136822454,1.421076982,good,2
556,13,2.8236751989999997,0.48425946799999997,good,5
557,13,1.466249001,1.066937651,Cold,3
558,13,0.9681334559999999,1.305954489,Cold,2
559,13,1.4707943119999998,1.3212393759999999,good,2
560,13,1.030373426,2.092164204,Cold,1
561,13,0.8572557390000001,1.848547908,heavyrain,1
562,13,2.2562637469999998,0.905685517,Mild,3
563,13,1.584455561,0.965229434,good,4
564,13,1.084618457,1.3805152319999998,good,4
565,13,0.8924705390000001,1.518189594,good,5
566,13,1.334654857,0.656504391,good,3
567,13,2.7064381460000004,0.5737260470000001,good,3
568,13,1.029199735,1.3554306269999998,good,2
569,13,1.084234559,1.4492801130000001,good,1
570,13,3.180302655,0.431391067,good,1
571,13,1.070937078,1.048432495,Cold,4
572,13,0.8090917540000001,3.0495145389999996,Cold,2
573,13,2.118939556,0.646136781,Cold,2
574,13,2.2866571319999998,0.476354968,good,2
575,13,1.45085787,0.977154207,Cold,1
576,13,2.336444888,0.9065094990000001,Cold,2
577,13,1.136302903,1.7039771719999999,Cold,3
578,13,1.687646976,1.258616316,good,5
579,13,1.584837743,0.761090246,Cold,3
580,13,2.056472598,1.186055986,Mild,3
581,13,1.802250655,0.830533346,Mild,2
582,13,1.6167857490000002,1.453060288,Cold,6
583,13,0.863981,1.6287848790000001,good,2
584,13,0.9219242879999999,1.894095352,good,2
585,13,1.79801452,0.752697452,good,3
586,13,2.315577904,0.8023618459999999,Cold,1
587,13,1.065477365,1.9458714469999998,Mild,7
588,13,0.5661872960000001,2.335757264,good,4
589,13,1.144666538,1.102212102,Cold,2
590,13,2.178250982,0.7960388209999999,Cold,2
591,13,2.91776112,0.426699658,good,3
592,13,1.289733698,1.238514275,good,3
593,13,0.767229662,1.756361505,Cold,3
594,13,2.220303388,0.9627153079999999,good,2
595,13,1.1413286790000001,1.101590298,Cold,2
596,13,2.651658731,0.618513732,Cold,3
597,13,1.5545026690000001,0.726130417,Cold,4
598,13,2.443159789,0.890873797,good,1
599,13,2.846837295,0.694957077,good,1
600,13,2.3862976469999997,0.7682467159999999,good,4
601,13,0.83734264,1.633382974,good,2
602,13,0.8020511579999999,1.957766394,good,2
603,13,1.4656065969999998,1.096873954,good,2
604,13,2.094346442,0.7558383870000001,good,3
605,13,2.944875622,0.301571706,good,4
606,13,2.000915158,0.927377667,good,3
607,13,1.148264116,1.061448875,good,3
608,13,1.3998692940000002,0.8249384120000001,Cold,3
609,13,1.523476204,0.524843556,good,1
610,13,2.560954061,0.7212008259999999,Cold,2
611,13,2.307946107,0.840340064,good,5
612,13,1.563806691,0.908914433,good,5
613,13,1.13946996,1.2574970220000001,good,2
614,13,0.800446413,2.685015587,good,2
615,13,2.12312057,0.799464792,good,2
616,13,2.681652403,0.6655614000000001,good,2
617,13,0.958319328,2.218482526,good,3
618,13,0.791812107,1.601952267,good,1
619,13,0.513663509,1.96601027,Cold,1
620,13,1.541358628,1.0483143940000001,good,4
621,13,2.418016638,0.622213943,good,2
622,13,3.6014261110000003,0.591590101,good,8
623,13,1.775205306,0.943820258,Cold,2
624,13,2.116396252,0.806333014,good,3
625,13,1.1387064059999998,0.9829498309999999,Mild,4
626,13,1.239759618,1.219048918,good,6
627,13,0.974632314,1.738485232,good,8
628,13,2.287296672,0.9318598220000001,Cold,3
629,13,1.084622862,1.746091595,good,1
630,13,1.048858261,1.9321095609999999,good,3
